Name,Club,Nation,League,Rating,Main_Position,Alternate_Positions,Card_Version,Run_Style,Price,Price_Variation,Skills_Star,Weak_Foot_Star,Attack_Workrate,Defense_Workrate,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defense / Speed,Physical / Positioning,Height,BodyType,Popularity,Base_Stats,Ingame_Stats,Gender
Marco Mancosu,Cagliari,Italy,Serie A TIM,73,CAM,"CF,ST",normal,Controlled,0.0,350,3,4,M,M,60.0,73,74,73,41,62,"177cm | 5'10""",Avg & Normal  (75kg),1,383,1899,Male
Vasco Herculano Mango Fernandes,Casa Pia AC,Portugal,Liga Portugal,73,CB,0,normal,Controlled Lengthy,1200.0,0,2,3,M,H,59.0,40,56,65,75,70,"182cm | 6'0""",Avg & Normal  (76kg),0,365,1767,Male
Faitout Maouassa,Club Brugge,France,1A Pro League,73,LM,"LB,LWB,LW",normal,Controlled,0.0,0,3,2,M,M,77.0,64,71,75,69,74,"170cm | 5'7""",Short & Stocky  (73kg),1,430,2045,Male
Lazar Markovic,Gaziantep,Serbia,Trendyol Süper Lig,73,LM,"RM,RW,LW",normal,Explosive,0.0,350,4,3,M,L,85.0,65,70,78,41,48,"175cm | 5'9""",Avg & Lean  (65kg),8,387,1871,Male
Roger Martí Salvador,Cádiz CF,Spain,LALIGA EA SPORTS,73,ST,CF,normal,Controlled,0.0,350,3,3,H,M,73.0,74,62,72,41,71,"179cm | 5'10""",Avg & Normal  (74kg),1,393,1911,Male
Juan Carlos,Girona FC,Spain,LALIGA EA SPORTS,73,GK,0,normal,Controlled Lengthy,350.0,0,1,3,M,M,72.0,73,72,73,59,71,"186cm | 6'1""",Tall & Normal  (85kg),-1,420,998,Male
Adrián Martínez,Instituto,Argentina,LPF,73,ST,CF,normal,Controlled Lengthy,0.0,800,3,3,M,M,71.0,71,50,67,36,78,"181cm | 5'11""",Avg & Normal  (74kg),2,373,1691,Male
Gonzalo Martínez,River Plate,Argentina,Libertadores,73,RM,"LM,CAM,RW",normal,Explosive,0.0,350,4,2,M,L,74.0,71,72,79,34,55,"172cm | 5'8""",Avg & Normal  (75kg),12,385,1881,Male
Emiliano Martínez,FC Midtjylland,Uruguay,3F Superliga,73,CDM,0,normal,Controlled,350.0,0,2,3,M,M,73.0,56,63,71,71,70,"184cm | 6'0""",Avg & Lean  (64kg),4,404,1871,Male
Roger Martínez,Racing Club,Colombia,Libertadores,73,ST,"CF,RW,LW",normal,Controlled,0.0,350,3,4,M,L,76.0,73,66,75,34,77,"180cm | 5'11""",Avg & Stocky  (89kg),10,401,1914,Male
Erhan Mašović,VfL Bochum,Serbia,Bundesliga,73,CB,CDM,normal,Controlled Lengthy,0.0,350,2,3,L,M,70.0,33,49,56,75,71,"189cm | 6'2""",Tall & Normal  (82kg),4,354,1591,Male
Jaime Mata Arnaiz,Getafe CF,Spain,LALIGA EA SPORTS,73,ST,"LM,CF",normal,Controlled Lengthy,0.0,350,3,3,H,M,62.0,73,62,71,31,72,"185cm | 6'1""",Tall & Normal  (79kg),0,371,1795,Male
Eliot Matazo,AS Monaco,Belgium,Ligue 1 Uber Eats,73,CDM,CM,normal,Controlled,0.0,950,3,3,H,H,67.0,58,70,75,67,76,"170cm | 5'7""",Short & Normal  (67kg),2,413,1934,Male
Luca Mazzitelli,Frosinone,Italy,Serie A TIM,73,CM,CDM,normal,Controlled Lengthy,0.0,350,3,4,M,M,53.0,62,73,71,64,70,"187cm | 6'2""",Tall & Normal  (76kg),3,393,1900,Male
Pasquale Mazzocchi,Salernitana,Italy,Serie A TIM,73,RWB,"RB,LWB,RM",normal,Controlled,0.0,1.4K,3,3,H,H,79.0,58,67,70,69,71,"180cm | 5'11""",Avg & Normal  (74kg),8,414,1936,Male
Scott McKenna,Nott'm Forest,Scotland,Premier League,73,CB,0,normal,Controlled Lengthy,800.0,0,2,3,M,H,51.0,32,46,51,72,80,"189cm | 6'2""",Tall & Normal  (80kg),2,332,1544,Male
Marvin Mehlem,SV Darmstadt 98,Germany,Bundesliga,73,CAM,LM,normal,Controlled Explosive,0.0,350,3,3,H,H,69.0,65,69,76,51,61,"174cm | 5'9""",Avg & Normal  (67kg),4,391,1860,Male
Bjorn Meijer,Club Brugge,Holland,1A Pro League,73,LB,"LWB,LM",normal,Lengthy,0.0,350,3,2,H,M,70.0,62,68,67,70,81,"191cm | 6'3""",Tall & Lean  (89kg),3,418,1946,Male
Soualiho Meïté,PAOK FC,France,Hellas Liga,73,CM,CDM,normal,Mostly Lengthy,0.0,350,3,3,M,M,63.0,59,71,72,71,78,"189cm | 6'2""",Tall & Normal  (84kg),3,414,1973,Male
Gonçalo Paciência,RC Celta,Portugal,LALIGA EA SPORTS,73,ST,CF,normal,Controlled Lengthy,0.0,0,4,4,M,L,42.0,75,59,75,33,77,"184cm | 6'0""",Avg & Normal  (80kg),0,361,1842,Male
Benjamin Mendy,FC Lorient,France,Ligue 1 Uber Eats,73,LB,LWB,normal,Controlled Lengthy,0.0,350,3,3,H,M,72.0,53,74,73,73,67,"185cm | 6'1""",Tall & Stocky  (85kg),418,412,1943,Male
Lucas Menossi,Tigre,Argentina,Sudamericana,73,CM,0,normal,Controlled Explosive,3500.0,0,3,3,M,M,75.0,62,71,74,66,69,"169cm | 5'7""",Short & Normal  (70kg),0,417,2029,Male
Quentin Merlin,FC Nantes,France,Ligue 1 Uber Eats,73,LB,LWB,normal,Controlled Explosive,0.0,1.9K,3,2,H,M,71.0,59,73,76,67,56,"174cm | 5'9""",Avg & Normal  (68kg),6,402,1959,Male
Matt Miazga,FC Cincinnati,United States,MLS,73,CB,0,normal,Controlled Lengthy,350.0,0,2,3,L,M,46.0,26,47,57,73,78,"193cm | 6'4""",Tall & Normal  (84kg),-1,327,1523,Male
Milad Mohammadi,AEK Athens,Iran,Hellas Liga,73,LB,LWB,normal,Controlled Explosive,0.0,350,3,4,M,M,83.0,59,67,72,67,73,"177cm | 5'10""",Avg & Lean  (70kg),5,421,2000,Male
Aaron Molinas,Tigre,Argentina,Sudamericana,73,CAM,CM,normal,Explosive,0.0,0,3,2,M,M,73.0,57,73,76,51,59,"175cm | 5'9""",Avg & Lean  (67kg),0,389,1836,Male
Florent Mollet,FC Nantes,France,Ligue 1 Uber Eats,73,CAM,"RM,CM",normal,Controlled Explosive,0.0,350,3,4,M,M,68.0,73,75,75,51,62,"174cm | 5'9""",Avg & Normal  (68kg),6,404,1978,Male
Jamiro Monteiro,SJ Earthquakes,Cape Verde Islands,MLS,73,CM,"LM,CAM",normal,Controlled Explosive,0.0,350,3,4,H,M,75.0,62,72,78,56,73,"175cm | 5'9""",Avg & Lean  (72kg),0,416,1981,Male
Kieffer Moore,AFC Bournemouth,Wales,Premier League,73,ST,CF,normal,Controlled Lengthy,0.0,1.5K,3,3,M,M,65.0,70,56,66,46,80,"196cm | 6'5""",Tall & Normal  (83kg),7,383,1817,Male
Anthony Moris,R. Union St.-G.,Luxembourg,1A Pro League,73,GK,0,normal,Controlled Lengthy,350.0,0,1,3,M,M,74.0,70,79,75,47,71,"186cm | 6'1""",Tall & Normal  (75kg),2,416,948,Male
Manuel Morlanes Ariño,RCD Mallorca,Spain,LALIGA EA SPORTS,73,CDM,CM,normal,Controlled Explosive,0.0,350,3,3,M,M,67.0,64,74,73,69,67,"178cm | 5'10""",Avg & Normal  (75kg),1,414,1993,Male
Andrés Mosquera,Indep. Medellín,Colombia,Libertadores,73,GK,0,normal,Controlled,1100.0,0,1,2,M,M,71.0,69,66,76,44,73,"185cm | 6'1""",Tall & Normal  (85kg),-1,399,875,Male
Jhon Mosquera,Viktoria Plzeň,Colombia,Česká Liga,73,LM,LW,normal,Controlled Lengthy,0.0,350,3,3,H,M,78.0,69,69,72,58,76,"185cm | 6'1""",Tall & Lean  (72kg),-1,422,1991,Male
Fahd Moufi,Hajduk Split,Morocco,Liga Hrvatska,73,RB,RWB,normal,Controlled,0.0,350,2,3,H,M,74.0,39,64,70,69,80,"177cm | 5'10""",Avg & Stocky  (77kg),1,396,1835,Male
Samuel Moutoussamy,FC Nantes,Congo DR,Ligue 1 Uber Eats,73,CM,CDM,normal,Controlled Explosive,0.0,350,3,3,M,H,69.0,58,69,74,72,75,"176cm | 5'9""",Avg & Lean  (72kg),15,417,1966,Male
Franco Moyano,Argentinos Jrs.,Argentina,Libertadores,73,CDM,CM,normal,Controlled,0.0,350,3,3,M,M,68.0,56,70,73,70,69,"171cm | 5'7""",Avg & Normal  (68kg),0,406,1902,Male
Kevin Müller,Heidenheim,Germany,Bundesliga,73,GK,0,normal,Controlled Lengthy,350.0,0,1,3,M,M,71.0,71,67,75,48,73,"190cm | 6'3""",Tall & Stocky  (90kg),4,405,844,Male
Marius Müller,FC Schalke 04,Germany,Bundesliga 2,73,GK,0,normal,Controlled,350.0,0,1,2,M,M,72.0,69,69,74,30,73,"192cm | 6'4""",Tall & Stocky  (92kg),13,387,794,Male
Paul Nardi,KAA Gent,France,1A Pro League,73,GK,0,normal,Controlled,350.0,0,1,3,M,M,74.0,67,68,76,50,72,"187cm | 6'2""",Tall & Normal  (77kg),6,407,817,Male
Amath Ndiaye,RCD Mallorca,Senegal,LALIGA EA SPORTS,73,LM,"RM,ST,LW",normal,Explosive,0.0,1.3K,4,4,M,M,91.0,68,66,75,49,64,"173cm | 5'8""",Avg & Lean  (70kg),5,413,1941,Male
Luca Netz,M'gladbach,Germany,Bundesliga,73,LB,"LWB,LM",normal,Controlled,0.0,400,2,3,M,M,79.0,47,66,69,70,62,"184cm | 6'0""",Unique  (83kg),7,393,1850,Male
Cyril Ngonge,Hellas Verona,Belgium,Serie A TIM,73,CF,"RW,ST",normal,Mostly Explosive,0.0,700,4,4,H,L,85.0,71,64,75,35,67,"179cm | 5'10""",Avg & Lean  (67kg),22,397,1871,Male
Tanguy Nianzou,Sevilla FC,France,LALIGA EA SPORTS,73,CB,0,normal,Controlled Lengthy,950.0,0,2,3,L,H,60.0,37,55,63,72,75,"191cm | 6'3""",Tall & Normal  (83kg),8,362,1680,Male
Bart Nieuwkoop,Feyenoord,Holland,Eredivisie,73,RM,"RWB,RW",normal,Controlled Lengthy,0.0,350,3,3,H,H,72.0,62,71,70,73,77,"181cm | 5'11""",Avg & Normal  (75kg),8,425,2007,Male
Fabián Noguera,Abha Club,Argentina,ROSHN Saudi League,73,CB,0,normal,Controlled,350.0,0,2,2,M,M,36.0,38,46,50,73,84,"193cm | 6'4""",Tall & Normal  (95kg),0,327,1544,Male
Rúben Miguel Nunes Vezo,Levante UD,Portugal,LALIGA HYPERMOTION,73,CB,0,normal,Controlled Lengthy,600.0,0,2,2,M,M,72.0,54,64,64,73,76,"183cm | 6'0""",Avg & Normal  (80kg),2,403,1880,Male
Allan-Roméo Nyom,CD Leganés,Cameroon,LALIGA HYPERMOTION,73,CB,"RB,RM",normal,Lengthy,0.0,350,2,3,M,M,80.0,59,69,66,69,86,"189cm | 6'2""",Tall & Lean  (80kg),6,429,1953,Male
Jens Odgaard,AZ,Denmark,Eredivisie,73,RW,"RM,ST",normal,Mostly Lengthy,0.0,1K,3,3,H,M,75.0,76,68,73,42,79,"190cm | 6'3""",Tall & Normal  (80kg),4,413,1935,Male
David Okereke,Cremonese,Nigeria,Serie BKT,73,ST,"CF,RW,LW",normal,Mostly Explosive,0.0,350,3,4,H,M,85.0,69,54,77,26,67,"181cm | 5'11""",Avg & Normal  (79kg),6,378,1715,Male
Joseph Okumu,Stade de Reims,Kenya,Ligue 1 Uber Eats,73,CB,0,normal,Mostly Lengthy,350.0,0,2,3,M,H,78.0,41,56,62,73,77,"193cm | 6'4""",Tall & Lean  (75kg),10,387,1779,Male
Rogério,VfL Wolfsburg,Brazil,Bundesliga,73,LB,LWB,normal,Controlled Explosive,0.0,350,3,3,M,M,74.0,53,68,75,70,58,"178cm | 5'10""",Avg & Normal  (70kg),3,398,1900,Male
André Oliveira Silva,Vitória SC,Brazil,Liga Portugal,73,ST,"CF,LW",normal,Controlled Explosive,0.0,350,3,3,M,M,76.0,72,67,74,32,66,"177cm | 5'10""",Avg & Normal  (72kg),4,387,1852,Male
Gastón Olveira,Olimpia,Uruguay,Libertadores,73,GK,0,normal,Controlled,350.0,0,1,3,M,M,72.0,75,57,73,19,70,"191cm | 6'3""",Tall & Normal  (80kg),1,366,643,Male
Ohi Omoijuanfo,Brøndby IF,Norway,3F Superliga,73,ST,CF,normal,Controlled Lengthy,0.0,350,3,4,M,M,75.0,73,63,70,44,76,"188cm | 6'2""",Tall & Lean  (75kg),4,401,1908,Male
Abdülkadir Ömür,Trabzonspor,Turkey,Trendyol Süper Lig,73,CM,"CAM,RW",normal,Explosive,0.0,350,4,3,H,L,84.0,67,72,81,53,57,"168cm | 5'6""",Short & Normal  (70kg),4,414,1990,Male
Onuachu,Southampton,Nigeria,EFL Championship,73,ST,CF,normal,Controlled Lengthy,0.0,0,3,3,H,M,60.0,73,58,64,45,80,"201cm | 6'7""",Tall & Normal  (98kg),20,380,1780,Male
Raphael Onyedika,Club Brugge,Nigeria,1A Pro League,73,CDM,CM,normal,Controlled Lengthy,0.0,1.6K,2,3,M,H,74.0,53,63,70,70,78,"184cm | 6'0""",Avg & Lean  (78kg),7,408,1882,Male
Frank Onyeka,Brentford,Nigeria,Premier League,73,CDM,CM,normal,Controlled,0.0,350,3,3,H,H,79.0,57,64,70,71,76,"183cm | 6'0""",Avg & Lean  (70kg),27,417,1935,Male
Aimar Oroz Huarte,CA Osasuna,Spain,LALIGA EA SPORTS,73,CM,"CAM,ST",normal,Controlled Explosive,0.0,700,3,3,H,L,68.0,74,70,74,57,64,"177cm | 5'10""",Avg & Lean  (72kg),5,407,1928,Male
Richard Ortiz,Olimpia,Paraguay,Libertadores,73,CDM,CM,normal,Controlled,0.0,350,3,3,H,H,73.0,68,68,71,70,83,"174cm | 5'9""",Avg & Stocky  (75kg),2,433,2061,Male
Pedro Ortíz,CS Emelec,Ecuador,Sudamericana,73,GK,0,normal,Controlled,450.0,0,1,2,M,M,74.0,71,69,76,26,72,"188cm | 6'2""",Tall & Normal  (87kg),1,388,696,Male
Jonathan Osorio,Toronto FC,Canada,MLS,73,CM,"CDM,LM",normal,Controlled,0.0,350,3,5,H,H,56.0,69,71,75,63,65,"175cm | 5'9""",Avg & Normal  (68kg),8,399,1939,Male
Leo Østigård,Napoli FC,Norway,Serie A TIM,73,CB,0,normal,Mostly Lengthy,350.0,0,2,3,M,M,68.0,37,50,61,71,81,"185cm | 6'1""",Tall & Stocky  (81kg),14,368,1685,Male
Juan Ferney Otero,R. Sporting,Colombia,LALIGA HYPERMOTION,73,RM,"LM,RW,ST",normal,Controlled Explosive,0.0,350,4,3,M,L,91.0,73,67,73,31,73,"181cm | 5'11""",Avg & Normal  (74kg),7,408,1909,Male
Alexandre Oukidja,FC Metz,Algeria,Ligue 1 Uber Eats,73,GK,0,normal,Controlled Lengthy,350.0,0,1,3,M,M,70.0,72,70,73,47,74,"184cm | 6'0""",Avg & Normal  (80kg),9,406,898,Male
Seung Ho Paik,Jeonbuk Hyundai,Korea Republic,K League 1,73,CM,CDM,normal,Controlled Explosive,0.0,5.8K,4,5,M,H,69.0,68,71,74,64,75,"180cm | 5'11""",Avg & Normal  (78kg),18,421,2020,Male
Leart Paqarada,1. FC Köln,Kosovo,Bundesliga,73,LB,LWB,normal,Controlled,0.0,350,3,3,H,M,75.0,47,71,71,66,70,"184cm | 6'0""",Avg & Lean  (76kg),11,400,1901,Male
José Paradela,Tigre,Argentina,Sudamericana,73,LM,"RM,CM,LW",normal,Controlled Explosive,0.0,850,3,3,M,L,71.0,66,73,75,59,60,"179cm | 5'10""",Avg & Lean  (71kg),0,404,1929,Male
Martín Payero,Middlesbrough,Argentina,EFL Championship,73,CM,0,normal,Controlled,0.0,0,3,2,M,L,74.0,63,73,76,63,72,"182cm | 6'0""",Avg & Normal  (78kg),0,421,2015,Male
Sergio Peña,Malmö FF,Peru,Allsvenskan,73,CM,"CDM,CAM",normal,Controlled,0.0,350,4,3,L,L,55.0,66,77,76,58,71,"178cm | 5'10""",Avg & Normal  (70kg),6,403,2006,Male
Ignacio Peña Sotorres,FC Barcelona,Spain,LALIGA EA SPORTS,73,GK,0,normal,Controlled,1500.0,0,1,3,M,M,72.0,68,77,73,35,72,"184cm | 6'0""",Avg & Lean  (78kg),37,397,776,Male
Mauricio Pereyra,Orlando City,Uruguay,MLS,73,CAM,CM,normal,Controlled Explosive,0.0,600,4,2,M,L,69.0,65,74,75,53,67,"170cm | 5'7""",Short & Normal  (63kg),1,403,1972,Male
Marco Pérez,Águilas Doradas,Colombia,Sudamericana,73,ST,CF,normal,Controlled Lengthy,0.0,8K,3,3,M,M,87.0,75,61,63,31,75,"182cm | 6'0""",Avg & Lean  (76kg),4,392,1817,Male
Rafael Pérez,San Lorenzo,Colombia,Sudamericana,73,CB,0,normal,Mostly Lengthy,4300.0,0,2,3,M,M,59.0,45,51,61,71,85,"186cm | 6'1""",Tall & Normal  (76kg),1,372,1729,Male
Juankar,Panathinaikos,Spain,Hellas Liga,73,LB,LWB,normal,Controlled Explosive,0.0,200,3,2,M,M,77.0,62,69,73,66,70,"179cm | 5'10""",Avg & Lean  (68kg),3,417,1982,Male
Luis Pérez,R. Valladolid CF,Spain,LALIGA HYPERMOTION,73,RB,RWB,normal,Controlled Explosive,0.0,350,3,2,H,M,87.0,47,62,67,67,75,"174cm | 5'9""",Avg & Normal  (71kg),-1,405,1865,Male
Enrique Pérez Muñoz,Rayo Vallecano,Spain,LALIGA EA SPORTS,73,CM,"CDM,CAM",normal,Controlled,0.0,350,3,3,H,L,60.0,64,71,77,59,54,"184cm | 6'0""",Avg & Lean  (74kg),2,385,1851,Male
Lucas Perrin,Strasbourg,France,Ligue 1 Uber Eats,73,CB,LB,normal,Controlled Lengthy,0.0,350,2,2,M,M,44.0,35,55,59,76,71,"188cm | 6'2""",Tall & Lean  (81kg),0,340,1594,Male
Pavao Pervan,VfL Wolfsburg,Austria,Bundesliga,73,GK,0,normal,Controlled,350.0,0,1,4,M,M,72.0,73,69,75,30,70,"194cm | 6'4""",Tall & Normal  (88kg),1,389,740,Male
Jakub Pešek,Sparta Praha,Czech Republic,Česká Liga,73,RW,"RM,LW",normal,Explosive,0.0,350,3,3,M,M,86.0,67,69,75,28,46,"174cm | 5'9""",Avg & Lean  (67kg),1,371,1768,Male
Aleksandar Pešić,Ferencvárosi TC,Serbia,Magyar Liga,73,ST,CF,normal,Lengthy,0.0,350,3,4,H,M,68.0,73,62,67,45,79,"190cm | 6'3""",Tall & Normal  (87kg),-2,394,1855,Male
Giuseppe Pezzella,Empoli,Italy,Serie A TIM,73,LB,"LWB,LM",normal,Controlled Lengthy,0.0,350,3,3,M,M,73.0,57,67,70,68,74,"187cm | 6'2""",Tall & Normal  (81kg),3,409,1915,Male
Nathaniel Phillips,Liverpool,England,Premier League,73,CB,0,normal,Controlled Lengthy,0.0,0,2,2,L,M,51.0,30,50,50,74,73,"190cm | 6'3""",Tall & Lean  (84kg),12,328,1543,Male
Krzysztof Piątek,Başakşehir,Poland,Trendyol Süper Lig,73,ST,CF,normal,Controlled Lengthy,0.0,350,3,3,M,M,70.0,73,54,70,36,70,"183cm | 6'0""",Avg & Normal  (77kg),11,373,1779,Male
Kamil Piątkowski,RB Salzburg,Poland,Ö. Bundesliga,73,CB,0,normal,Controlled Lengthy,950.0,0,2,4,H,H,83.0,47,65,69,71,81,"191cm | 6'3""",Tall & Normal  (83kg),11,416,1900,Male
Ronaël Pierre-Gabriel,FC Nantes,France,Ligue 1 Uber Eats,73,RB,RWB,normal,Controlled,0.0,1.2K,3,3,M,M,73.0,48,62,69,71,71,"177cm | 5'10""",Avg & Stocky  (80kg),3,394,1846,Male
Mirko Pigliacelli,Palermo,Italy,Serie BKT,73,GK,0,normal,Controlled,350.0,0,1,4,M,M,73.0,72,83,73,48,72,"184cm | 6'0""",Avg & Normal  (83kg),2,421,1090,Male
Iván Piris,Libertad,Paraguay,Libertadores,73,RB,"RWB,LB",normal,Mostly Explosive,0.0,350,3,3,M,M,81.0,48,61,69,69,73,"173cm | 5'8""",Avg & Lean  (75kg),-1,401,1899,Male
Francisco Pizzini,Vélez Sarsfield,Argentina,LPF,73,LM,"RM,CF,LW",normal,Mostly Explosive,0.0,350,4,3,H,M,81.0,68,71,75,40,67,"178cm | 5'10""",Avg & Normal  (75kg),0,402,1905,Male
Óscar Plano Pedreño,Elche CF,Spain,LALIGA HYPERMOTION,73,LM,"RM,CAM,LW",normal,Controlled Explosive,0.0,350,3,4,H,H,82.0,70,69,72,56,74,"180cm | 5'11""",Avg & Normal  (75kg),1,423,2011,Male
Ponce,AEK Athens,Argentina,Hellas Liga,73,ST,CF,normal,Controlled,0.0,250,3,3,H,M,75.0,72,61,72,37,69,"180cm | 5'11""",Avg & Stocky  (80kg),3,386,1864,Male
Lukas Provod,Slavia Praha,Czech Republic,Česká Liga,73,CM,LM,normal,Mostly Lengthy,0.0,350,3,4,H,H,72.0,72,73,74,67,81,"191cm | 6'3""",Tall & Normal  (85kg),3,439,2105,Male
Jorge Pulido Mayoral,SD Huesca,Spain,LALIGA HYPERMOTION,73,CB,0,normal,Controlled Lengthy,350.0,0,2,3,M,M,41.0,43,54,53,73,79,"186cm | 6'1""",Tall & Normal  (72kg),2,343,1668,Male
Cryzan Queiroz Barcelos,Shandong Taishan,Brazil,CSL,73,ST,"CF,RW",normal,Controlled,0.0,350,3,4,H,M,80.0,72,69,70,25,80,"190cm | 6'3""",Tall & Normal  (82kg),72,396,1884,Male
Largie Ramazani,UD Almería,Belgium,LALIGA EA SPORTS,73,RM,"LM,RW,ST",normal,Explosive,0.0,350,3,4,H,M,87.0,67,64,77,33,56,"167cm | 5'6""",Short & Lean  (55kg),11,384,1801,Male
Gastón Ramírez,San Lorenzo,Uruguay,Sudamericana,73,CAM,0,normal,Controlled,1200.0,0,4,3,M,L,56.0,71,74,76,39,62,"183cm | 6'0""",Avg & Lean  (78kg),3,378,1883,Male
Chris Ramos,Cádiz CF,Spain,LALIGA EA SPORTS,73,ST,"RM,LM,CF",normal,Controlled Lengthy,0.0,350,3,2,H,M,81.0,71,60,72,35,67,"190cm | 6'3""",Tall & Normal  (82kg),3,386,1771,Male
Bart Ramselaar,FC Utrecht,Holland,Eredivisie,73,CAM,LW,normal,Mostly Explosive,0.0,450,3,3,H,M,83.0,71,68,75,52,67,"178cm | 5'10""",Avg & Normal  (74kg),2,416,1961,Male
Federico Rasmussen,Godoy Cruz,Argentina,LPF,73,CB,LB,normal,Controlled Lengthy,0.0,350,2,2,H,H,55.0,34,61,59,72,83,"191cm | 6'3""",Tall & Lean  (79kg),0,364,1693,Male
Jacob Rasmussen,Brøndby IF,Denmark,3F Superliga,73,CB,0,normal,Controlled Lengthy,350.0,0,2,3,M,M,56.0,38,57,62,73,79,"190cm | 6'3""",Tall & Normal  (81kg),0,365,1700,Male
Tim Ream,Fulham,United States,Premier League,73,CB,0,normal,Controlled Lengthy,350.0,0,2,3,M,M,52.0,44,69,68,76,70,"185cm | 6'1""",Tall & Normal  (80kg),12,379,1845,Male
Jeff Reine-Adélaïde,OL,France,Ligue 1 Uber Eats,73,CM,0,normal,Controlled,0.0,0,4,3,H,M,68.0,69,72,78,54,64,"184cm | 6'0""",Avg & Normal  (75kg),5,405,1919,Male
Luiz Lúcio Reis Júnior,FC Famalicão,Brazil,Liga Portugal,73,GK,0,normal,Controlled,350.0,0,1,3,M,M,73.0,72,67,73,30,72,"194cm | 6'4""",Tall & Normal  (88kg),1,387,696,Male
Mihailo Ristić,SL Benfica,Serbia,Liga Portugal,73,LB,LWB,normal,Controlled,0.0,0,3,3,H,L,75.0,64,66,73,67,68,"180cm | 5'11""",Avg & Normal  (79kg),2,413,1921,Male
Hugo Rodallega,Santa Fe,Colombia,Sudamericana,73,ST,CF,normal,Controlled,0.0,450,3,3,H,M,60.0,75,68,70,43,67,"181cm | 5'11""",Avg & Lean  (75kg),8,383,1893,Male
Patricio Rodríguez,Bolívar,Argentina,Libertadores,73,LW,LM,normal,Explosive,0.0,350,4,3,H,M,82.0,68,70,77,29,39,"170cm | 5'7""",Short & Lean  (60kg),2,365,1773,Male
Jay Rodriguez,Burnley,England,Premier League,73,ST,CF,normal,Controlled Lengthy,0.0,350,3,4,H,M,63.0,76,68,72,42,66,"185cm | 6'1""",Tall & Normal  (84kg),4,387,1890,Male
Gabriel Rojas,Racing Club,Argentina,Libertadores,73,LB,LWB,normal,Mostly Explosive,0.0,350,3,3,H,M,82.0,60,69,73,65,70,"173cm | 5'8""",Avg & Normal  (70kg),1,419,1989,Male
Felipe Román,Atl. Nacional,Colombia,Libertadores,73,RB,RWB,normal,Controlled,0.0,350,3,3,M,M,85.0,52,65,64,63,74,"183cm | 6'0""",Avg & Normal  (80kg),-2,403,1824,Male
Braian Romero,Vélez Sarsfield,Argentina,LPF,73,ST,"RM,CF",normal,Mostly Explosive,0.0,350,3,2,H,M,82.0,72,67,75,50,72,"176cm | 5'9""",Avg & Lean  (73kg),1,418,1995,Male
Salomón Rondón,River Plate,Venezuela,Libertadores,73,ST,CF,normal,Controlled Lengthy,0.0,1K,3,4,M,L,48.0,73,65,68,32,75,"189cm | 6'2""",Tall & Stocky  (90kg),13,361,1785,Male
Kemar Roofe,Rangers,Jamaica,cinch Prem,73,ST,CF,normal,Controlled Explosive,0.0,350,3,4,H,M,72.0,74,66,72,50,59,"178cm | 5'10""",Avg & Lean  (65kg),6,393,1937,Male
Diego Rubio,Colorado Rapids,Chile,MLS,73,ST,"CAM,CF",normal,Controlled,0.0,1K,3,4,H,H,68.0,73,65,71,48,71,"180cm | 5'11""",Avg & Normal  (77kg),2,396,1947,Male
Rúnar Alex Rúnarsson,Cardiff City,Iceland,EFL Championship,73,GK,0,normal,Controlled,350.0,0,1,2,M,M,73.0,71,74,73,45,72,"186cm | 6'1""",Tall & Lean  (76kg),2,408,917,Male
André Filipe Russo Franco,FC Porto,Portugal,Liga Portugal,73,CAM,"RM,CM",normal,Controlled Explosive,0.0,350,3,3,M,L,74.0,70,71,73,41,63,"177cm | 5'10""",Avg & Lean  (70kg),4,392,1841,Male
Georginio Rutter,Leeds United,France,EFL Championship,73,CF,"RM,ST",normal,Controlled Explosive,0.0,350,4,5,M,M,77.0,71,59,77,24,63,"182cm | 6'0""",Avg & Normal  (83kg),40,371,1756,Male
Emir Sahiti,Hajduk Split,Kosovo,Liga Hrvatska,73,RM,"LM,RW",normal,Explosive,0.0,350,3,4,H,M,84.0,71,66,75,41,66,"174cm | 5'9""",Avg & Normal  (65kg),5,403,1911,Male
Mamadou Sakho,Montpellier,France,Ligue 1 Uber Eats,73,CB,0,normal,Controlled,0.0,0,2,2,L,H,35.0,35,63,55,72,80,"187cm | 6'2""",Tall & Normal  (83kg),14,340,1639,Male
Manolis Saliakas,FC St. Pauli,Greece,Bundesliga 2,73,RWB,RB,normal,Controlled Explosive,0.0,200,2,4,M,H,68.0,57,66,68,66,68,"175cm | 5'9""",Avg & Normal  (75kg),0,393,1893,Male
Ulrik Saltnes,FK Bodø/Glimt,Norway,Eliteserien,73,CM,0,normal,Controlled Lengthy,350.0,0,3,3,H,H,75.0,65,70,72,69,84,"187cm | 6'2""",Tall & Normal  (78kg),2,435,2047,Male
Lazar Samardžić,Udinese,Serbia,Serie A TIM,73,CM,CAM,normal,Controlled,0.0,350,3,3,H,M,70.0,70,71,76,57,64,"184cm | 6'0""",Avg & Normal  (79kg),16,408,1920,Male
Carlos Sánchez,Peñarol,Uruguay,Sudamericana,73,CM,"RM,CAM",normal,Controlled,0.0,2.8K,3,4,H,M,71.0,74,75,73,60,67,"170cm | 5'7""",Short & Normal  (66kg),3,420,2036,Male
